,Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen,latitude,longitude
1313,Cecconi's Miami,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-507-7902,"4385 Collins Avenue, Miami Beach, FL 33140",1410 opiniones,5.0,No disponible,No disponible,miami@cecconisrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-p/16/ab/22/54/cecconi-s-garden.jpg,25.815885700000003,-80.12190095634196
1314,Chambao Restaurant,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-275-0888,"8800 SW 56th St, Miami, FL 33165-6758",24 opiniones,5.0,http://www.restaurantechambao.com/,http://www.restaurantechambao.com/Chambao-MenuLunch.pdf,olopez@entreplatosusa.com,https://media-cdn.tripadvisor.com/media/photo-s/11/e1/49/fc/salon-iberico.jpg,25.716512,-80.338051
1315,Cipriani Downtown Miami,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-329-4090,"465 Brickell Ave, Miami, FL 33131-2494",786 opiniones,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/f8/d2/f7/photo1jpg.jpg,25.7689563,-80.1888989
1316,Fontana At The Biltmore,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-913-3189,"1200 Anastasia Ave Biltmore Hotel, Coral Gables, FL 33134",445 opiniones,5.0,https://www.biltmorehotel.com/dining/,http://biltmorehotel.com/meetings/banquet-menus/,general@biltmorehotel.com,https://media-cdn.tripadvisor.com/media/photo-s/04/ba/17/21/fontana.jpg,None,None
1317,Forte Dei Marmi,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-276-3095,"150 Ocean Dr, Miami Beach, FL 33139-7213",261 opiniones,5.0,No disponible,No disponible,reservations@fdmmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/78/29/50/spaghetti-gragnano-fresh.jpg,25.77058435,-80.13309935000001
1318,Gianni's,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-485-2200,"1116 Ocean Dr The Villa Casa Casuarina, Miami Beach, FL 33139-4609",998 opiniones,5.0,http://giannisristorante.com/,http://vmmiamibeach.com/wp-content/uploads/2018/09/menu-the-villa.pdf,info@vmmiamibeach.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/01/ae/99/outdoor-seating.jpg,None,None
1319,Got Wine?,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-303-3769,"131 26th St Miami Beach, Miami Beach, FL 33140-4745",16 opiniones,5.0,http://www.gotwineclub.com/,No disponible,gotwinemiami@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/25/cf/ff/eb/come-and-try-our-international.jpg,25.8024324,-80.1258127
1320,Il Gabbiano,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-373-0063,"335 S Biscayne Blvd, Miami, FL 33131-2360",1253 opiniones,5.0,No disponible,https://www.tripadvisor.es/Restaurant_Review-g34438-d1027192-Reviews-Il_Gabbiano-Miami_Florida.html#,info@ilgabbianomia.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/9d/9c/d4/superb-fruits-for-dessert.jpg,25.7716118,-80.185408
1321,Like Mike Italian Taste,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-392-0679,"3433 Main Hwy, Miami, FL 33133-5915",3 opiniones,5.0,http://www.likemikerestaurant.com/,No disponible,info@likemikerestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/25/7b/c0/e2/like-mike-italian-taste.jpg,25.727100551020406,-80.24319742857142
1322,Limoncello,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-397-8226,"1334 Washington Ave Casa Boutique Hotel, Miami Beach, FL 33139-4260",257 opiniones,5.0,http://www.limoncellomiami.com/,https://www.limoncellomiami.com/products/espresso-martini,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/20/9a/11/84/buon-appetito.jpg,None,None
1323,LPM Restaurant & Bar,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-403-9133,"1300 Brickell Bay Dr, Miami, FL 33131-3380",278 opiniones,5.0,http://lpmrestaurants.com/miami,https://lpmrestaurants.com/miami/menus/,info@lpmmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/15/f4/53/54/main-dining-room.jpg,25.760333449999997,-80.19036810852128
1324,Maü Miami,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-698-8628,"3252 NE 1st Ave Ste 109, Miami, FL 33137-4185",10 opiniones,5.0,http://maumia.com/,https://maumia.com/the-menu/,contact@maumiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/97/f9/67/mau.jpg,None,None
1325,MC Kitchen,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-456-9948,"4141 NE 2nd Ave, Miami, FL 33137-3527",268 opiniones,5.0,http://www.mckitchenmiami.com/,http://www.mckitchenmiami.com/menus,info@mckitchenmiami.com,https://media-cdn.tripadvisor.com/media/photo-p/15/c2/b6/af/pasta.jpg,25.8142853,-80.1908974
1326,Mia Market,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-456-3070,"140 NE 39th St Fl 33137 Suite #241, Miami, FL 33137-3614",1 opinión,5.0,No disponible,No disponible,info@miamarket.com,https://media-cdn.tripadvisor.com/media/photo-s/27/ab/74/ad/chef-yasu-in-action.jpg,None,None
1327,Modern Garden,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-440-4200,"422 NW North River Dr, Miami, FL 33128-1628",7 opiniones,5.0,http://www.seaspicemiami.com/,No disponible,reservations@moderngardenmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/07/bc/9a/b0/getlstd-property-photo.jpg,25.7777056,-80.20467481577556
1328,My Way Italian Steakhouse,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-952-4957,"16145 Biscayne Blvd, Miami, FL 33160-4337",1 opinión,5.0,http://mywayitaliansteakhouse.com/,https://www.tripadvisor.es/Restaurant_Review-g34438-d24122084-Reviews-My_Way_Italian_Steakhouse-Miami_Florida.html#,info@mywayitaliansteakhouse.com,https://media-cdn.tripadvisor.com/media/photo-s/24/7b/03/9f/bistecca-alla-fiorentina.jpg,25.9244578,-80.1535973
1329,New York Roma Pizza & Pasta To Go,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-964-5872,"9050 SW 152 St, Miami, FL 33157-1928",0 opiniones,5.0,No disponible,No disponible,Tomaseuvind@gmail.com,No disponible,None,None
1330,Ocean Bistro,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-673-1199,"1320 Ocean Dr, Miami, FL 33139-4210",2 opiniones,5.0,No disponible,No disponible,oceanbistro1320@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/27/7e/d1/6c/the-best-paella-in-ocean.jpg,25.78437205,-80.13019385
1331,Osteria Del Teatro,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-538-7850,"1200 Collins Ave inside Marlin Hotel, Miami Beach, FL 33139-4607",1292 opiniones,5.0,No disponible,https://www.tripadvisor.es/Restaurant_Review-g34439-d465683-Reviews-Osteria_Del_Teatro-Miami_Beach_Florida.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/30/56/0a/photo1jpg.jpg,None,None
1332,Pascal's on Ponce,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-444-2024,"2611 Ponce de Leon Blvd, Coral Gables, FL 33134-6002",159 opiniones,5.0,http://www.pascalmiami.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/2f/cb/a1/photo0jpg.jpg,25.747594,-80.258262
1333,Pied a Terre,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-531-4533,"1701 James Ave Inside The Cadet Hotel, Miami Beach, FL 33139-7508",713 opiniones,5.0,http://piedaterrerestaurant.com/,https://www.tripadvisor.es/Restaurant_Review-g34439-d2086133-Reviews-Pied_a_Terre-Miami_Beach_Florida.html#,info@piedaterrerestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/19/3b/a0/a7/entrance.jpg,None,None
1334,Prime Italian,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-695-8484,"101 Ocean Dr, Miami Beach, FL 33139-7212",822 opiniones,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1c/48/09/a8/photo0jpg.jpg,25.7696812,-80.1328623
1335,Salvatore D.,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-274-4044,"8760 SW 72nd St, Miami, FL 33173-3512",91 opiniones,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/55/ca/c9/photo9jpg.jpg,25.702360214285715,-80.3351845
1336,Scarpetta by Scott Conant,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-674-4660,"4441 Collins Ave Fontainebleau Miami Beach, Miami Beach, FL 33140-3227",1623 opiniones,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/dd/ee/ca/scarpetta.jpg,None,None
1337,Secreto,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-596-4840,"11652 N Kendall Dr, Miami, FL 33176-1005",175 opiniones,5.0,No disponible,No disponible,info@secretorestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/19/3d/4c/81/secreto.jpg,25.6852028,-80.3839745
1338,Strawberry Moon,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-506-2112,"601 Washington Ave, Miami Beach, FL 33139-6207",173 opiniones,5.0,http://strawberrymoonmiami.com/,No disponible,info@strawberrymoonmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1e/93/15/d6/strawberry-moon.jpg,25.7756473,-80.1335587
1339,TUR Kitchen,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-483-8014,"259 Giralda Ave, Coral Gables, FL 33134-5012",51 opiniones,5.0,http://www.turkitchen.com/,https://www.tripadvisor.es/Restaurant_Review-g34152-d19923097-Reviews-TUR_Kitchen-Coral_Gables_Florida.html#,info@turkitchen.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/6d/ba/f4/beets-asparagus-with.jpg,25.751246367346937,-80.25991669387756
1340,Via Emilia Garden,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-359-4990,"3500 N Miami Ave, Miami, FL 33127-3112",14 opiniones,5.0,No disponible,No disponible,info@viaemiliagarden.com,https://media-cdn.tripadvisor.com/media/photo-s/18/57/7d/57/via-emilia-garden-your.jpg,25.80979345,-80.19559100923077
1341,Villa Azur Restaurant & Lounge,Miami,Mediterráneo,Precio no disponible,€€€€,+1 305-763-8688,"309 23rd St, Miami Beach, FL 33139-1721",655 opiniones,5.0,No disponible,https://www.tripadvisor.es/Restaurant_Review-g34439-d2659695-Reviews-Villa_Azur_Restaurant_Lounge-Miami_Beach_Florida.html#,infos@villaazurmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/d0/c3/fa/outdoor-patio.jpg,25.799058000000002,-80.12924599773223
1342,Zucca,Miami,Mediterráneo,Precio no disponible,€€€€,+1 786-580-3731,"162 Alcazar Ave, Coral Gables, FL 33134-4501",176 opiniones,5.0,https://www.facebook.com/zuccamiami/,No disponible,info@zuccamiami.com,https://media-cdn.tripadvisor.com/media/photo-s/18/94/a6/f7/20190730-123325-largejpg.jpg,25.7528574,-80.25850550974396
1343,The Gallery Miami,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-783-1634,"1330 18th St, Miami Beach, FL 33139-1404",4 opiniones,5.0,http://thegallerymiami.com/,No disponible,social@thegallerymiami.com,https://media-cdn.tripadvisor.com/media/photo-p/22/9d/11/fd/the-gallery.jpg,25.7933646,-80.1432633
1344,La Gozadera Pizzaria,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-360-6527,"7844 Sw 24 St, Miami, FL 33155",1 opinión,5.0,http://lagozaderarestaurant.com/,http://www.lagozaderarestaurant.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/f6/54/ea/20190322-202622-largejpg.jpg,None,None
1345,L'artisane Creative Bakery,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-502-8595,"2526 Ponce De Leon Blvd, Miami, FL 33134",0 opiniones,5.0,http://www.lartisanebakery.com/,No disponible,No disponible,No disponible,25.748385204081632,-80.25868410204082
1346,El Andaluz Restaurante,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-603-8643,"1001 SW 67th Ave Ste 105, Miami, FL 33144-4708",0 opiniones,5.0,http://www.elandaluzrestaurante.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/27/3c/e4/06/pimientos-de-piquillo.jpg,None,None
1347,Borti,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-546-1872,"8300 NE 2nd Ave, Miami, FL 33138-3821",7 opiniones,5.0,http://www.bortipasta.com/,http://www.bortipasta.com/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/6a/07/41/rigatoni-amatriciana.jpg,25.8519073,-80.1932352
1348,S47 Lounge,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-796-5896,"921 Brickell Ave, Miami, FL 33131-3902",1 opinión,5.0,http://s47lounge.com/,https://www.tripadvisor.es/Restaurant_Review-g34438-d23876336-Reviews-S47_Lounge-Miami_Florida.html#,s47lounge@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/22/69/dc/3b/tantuni-beef-tacos-table.jpg,25.764976591094957,-80.19087931120411
1349,The Drexel,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-692-0992,"1436 Drexel Ave, Miami Beach, FL 33139-8105",10 opiniones,No disponible,https://www.drexelmiami.com/menus/,https://www.drexelmiami.com/menus/,info@drexelmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/28/01/ce/e0/caption.jpg,25.7867023,-80.1331234
1350,9beach Latin Restaurant,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-532-5353,"1628 Collins Avenue, Miami Beach, FL 33139",13 opiniones,No disponible,https://southbeach9beach.com/,No disponible,servicedirectory494@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/a3/9c/6d/photo0jpg.jpg,25.7901793,-80.1302308
1351,Cabanas Restaurant,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-854-0554,"435 SW 8th St, Miami, FL 33130-2813",5 opiniones,No disponible,http://ordercabanas.com/,https://ordercabanas.com/menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/08/7a/6e/32/cabana-2.jpg,25.766229918367348,-80.20180189795919
1352,Casa L,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-523-8120,"751 Washington Ave, Miami Beach, FL 33139-6209",0 opiniones,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/a1/25/85/casa-latina-latin-restaurant.jpg,25.7779424,-80.1330603
1353,Coffeezone,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-374-3790,"1101 Brickell Ave, Miami, FL 33131-3105",3 opiniones,No disponible,http://www.ecoffeezone.com/,http://www.ecoffeezone.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/04/63/c0/7e/the-tipical-food-argentine.jpg,25.763113949999997,-80.19041498159152
1354,Los Verdes,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-480-6775,"2426 SW 137th Ave, Miami, FL 33175-6311",10 opiniones,No disponible,https://www.facebook.com/LosVerdesCoralway,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1b/2a/a9/f0/photo0jpg.jpg,25.74502577777778,-80.41639093939393
1355,Masayita Fritanga,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-485-3106,"10930 W Flagler St, Miami, FL 33174-1281",0 opiniones,No disponible,http://fritangamasayita.com/,No disponible,fritangamasayita@gmail.com,No disponible,25.768278000000002,-80.3737873125
1356,Nativo Kitchen + Bar,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-503-6529,"1395 Brickell Avenue, 25th Floor Hotel AKA Brickell, Miami, FL 33131-3353",12 opiniones,No disponible,http://nativokitchenandbar.com/,https://nativokitchenandbar.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/09/14/92/nativo-kitchen-bar.jpg,None,None
1357,Negroni Cafe Bistro,Miami,Mediterráneo,Precio no disponible,No disponible,No disponible,"900 Buena Vista Blvd, Miami, FL 33127",2 opiniones,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/0f/ea/03/pictures-are-mine-food.jpg,25.8105244,-80.1931493
1358,Re:fresh,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-690-1390,"Dolphin Mall, Miami, FL",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible,25.78774875,-80.38029221177587
1359,Rinconcito Super Latino,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-232-6691,"11356 Quail Roost Dr, Miami, FL 33157-6567",7 opiniones,No disponible,https://rinconcitosuperlatino.business.site/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/07/9c/65/9c/sopa-de-pescado-3-dolares.jpg,25.59480343667294,-80.37552347546325
1360,The Spotted Gallo,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-364-5032,"8758 W Flagler St, Miami, FL 33174-2404",4 opiniones,No disponible,http://www.thespottedgallo.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1e/90/7b/04/caption.jpg,25.769483530612245,-80.33772081632652
1361,Amal,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-369-0846,"3480 Main Hwy Coconut Grove, Miami, FL 33133-5935",11 opiniones,No disponible,http://www.amalmiami.com/,No disponible,info@amal-miami.com,https://media-cdn.tripadvisor.com/media/photo-s/25/d0/2e/a7/hummus-fresh-made-and.jpg,25.718495,-80.252136
1362,Lira Beirut Eatery,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-638-4042,"2000 Nw 2nd Ave, Miami, FL 33127",1 opinión,No disponible,https://liramiami.com/,No disponible,info@liramiami.com,https://media-cdn.tripadvisor.com/media/photo-s/28/13/36/e5/lira-beirut-eatery.jpg,25.7956132,-80.1991048
1363,Sh'hiwa Express,Miami,Mediterráneo,Precio no disponible,No disponible,+1 786-435-7673,"100 S Miami Ave, Miami, FL 33130-1627",0 opiniones,No disponible,No disponible,No disponible,shhiwaexpress@gmail.com,No disponible,25.7730952,-80.1938246
1364,Issabella's,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-397-8040,"1022 Lincoln Road, Miami Beach, FL 33139",1 opinión,No disponible,https://www.issabellas.com/,No disponible,servicedirectory494@gmail.com,No disponible,25.7903359,-80.1393493
1365,Tapas Gables,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-381-0636,"276 Alhambra Cir Coral Gables, Miami, FL 33134-5127",1 opinión,No disponible,http://www.lastapasgables.com/,No disponible,manager@lastapasgables.com,https://media-cdn.tripadvisor.com/media/photo-s/21/a7/17/6f/very-cute-spanish-restaurant.jpg,25.7517183,-80.2603328
1366,Tropezón Miami,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-763-8523,"512 Espanola Way, Miami Beach, FL 33139-4009",16 opiniones,No disponible,http://www.wearealllost.com/,https://www.tropezonmiami.com/menu,tropezon@wearealllost.com,https://media-cdn.tripadvisor.com/media/photo-s/21/c9/0f/8d/front-shot-of-our-indoor.jpg,25.7868123,-80.1331347
1367,Al Forno Neapolitan Wood Fired Pizza,Miami,Mediterráneo,Precio no disponible,No disponible,+1 305-456-3699,"10624 SW 24 Street, Miami, FL 33165-7917",3 opiniones,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/47/6d/fc/photo3jpg.jpg,None,None
1368,Alidoro,Miami,Mercado de alimentos especializado,Precio no disponible,No disponible,+1 786-363-9090,"2335 N Miami Ave, Miami, FL 33127-4431",1 opinión,No disponible,No disponible,No disponible,miami@alidoronyc.com,https://media-cdn.tripadvisor.com/media/photo-s/21/eb/d3/7d/caption.jpg,25.799524428571427,-80.1950422142857
1369,All Star Pizza,Miami,Mercado de alimentos especializado,Precio no disponible,No disponible,+1 305-385-1400,"11280 SW 137th Ave, Miami, FL 33186-4203",6 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible,25.6624291,-80.4168538
1370,Artesanos,Miami,Mercado de alimentos especializado,Precio no disponible,No disponible,+1 305-261-6155,"8565 SW 24th St #101, Miami, FL 33155",1 opinión,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/aa/8d/c6/artesanos.jpg,25.7481607,-80.3328792
1371,Barcelona Wine Bar,Miami,Mercado de alimentos especializado,Precio no disponible,No disponible,+1 305-824-2999,"310 NW 25th St, Miami, FL 33127-4332",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible,25.8004883,-80.2013882
