Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
Nonna Pizzeria,Los Angeles,Italiano,Precio no disponible,No disponible,No disponible,"818 Fair Oaks Ave, South Pasadena, CA 91030-2606",6 reviews,4.5,https://www.facebook.com/NonnaPizzeriaPasadena/,No disponible,nonnapizzeria@gmail.com,No disponible
Nordstrom Ebar,Los Angeles,Italiano,Precio no disponible,No disponible,No disponible,"189 The Grove Dr, Los Angeles, CA 90036-6222",3 reviews,4.0,No disponible,No disponible,No disponible,No disponible
North End Pizzeria,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-557-8325,"212 E Orange Grove Ave, Burbank, CA 91502-1218",8 reviews,3.5,http://www.northendpizza.com/,http://www.northendpizza.com/menu,No disponible,No disponible
Old Sicily Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-771-0303,"12061 Strathern St, Los Angeles, CA 91605-1415",4 reviews,5.0,https://www.facebook.com/oldsicily/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/11/e3/a0/ff/photo1jpg.jpg
Olive Bistro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-327-1186,"619 S Olive St, Los Angeles, CA 90014-1546",7 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/ef/83/5e/photo2jpg.jpg
Osteria By Fabio Viviani,Los Angeles,Italiano,Precio no disponible,No disponible,No disponible,"201 World Way Terminal 6, Los Angeles, CA 90045-5807",4 reviews,4.0,http://www.laxshopdine.com/directory/osteria-by-fabio-viviani,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1a/fd/76/ef/photo0jpg.jpg
OVÉ Pizzeria,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-985-8464,"12616 Ventura Blvd, Los Angeles, CA 91604-2252",2 reviews,4.0,No disponible,No disponible,manage@ovepizzeria.com,https://media-cdn.tripadvisor.com/media/photo-s/15/84/f0/74/always-fresh-and-made.jpg
Palisades Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-459-4400,"860 Via de La Paz Ste A4, Palisades Village, Los Angeles, CA 90272-3608",0 reviews,No disponible,http://www.facebook.com/PalisadesPizza/,No disponible,palisadespizza@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-p/1a/72/13/38/sitting-in-one-of-the.jpg
Panini Grill and Deli,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 323-935-0237,"5354 Wilshire Blvd, Los Angeles, CA 90036-4212",7 reviews,5.0,http://www.paninirestaurant.net/,No disponible,Panini@PaniniRestaurant.net,https://media-cdn.tripadvisor.com/media/photo-s/09/a2/f6/bf/photo1jpg.jpg
Paris Baguette,Los Angeles,Francés,Precio no disponible,No disponible,+1 818-817-0048,"17136 Ventura Blvd Encino, Los Angeles, CA 91316-4003",8 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/d3/6b/9d/goodies.jpg
Pasta E Pasta By Allegro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-265-7003,"432 E 2nd St, Los Angeles, CA 90012-4209",4 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/36/9b/2a/photo0jpg.jpg
Pasta Roma,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-742-0303,"2827 S Figueroa St, Los Angeles, CA 90007-3258",16 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/49/1a/03/20170128-193154-largejpg.jpg
Pazzo's Pizzaria,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-473-3832,"11104 W Olympic Blvd, Los Angeles, CA 90064-1806",6 reviews,4.5,http://pazzopizzeriala.com/,http://pazzopizzeriala.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/76/3a/a2/seafood-pasta.jpg
Pepino Pizza and Kitchen,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 818-896-6763,"13215 Osborne St Pacoima, Los Angeles, CA 91331-4063",1 review,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/29/60/a8/pepino-pizza-and-kitchen.jpg
Per L'Ora,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-302-8998,"649 S Olive St, Los Angeles, CA 90014-1635",0 reviews,No disponible,http://perloradtla.com/,No disponible,No disponible,No disponible
Philipos Pizza & Pasta,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-517-0445,"1206 Pacific Coast Hwy, Los Angeles, CA 90710",5 reviews,4.0,http://www.perfectsmilefamilydentistry.com/?utm_source=ds&utm_medium=referral,No disponible,kulwant6@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-p/26/f1/20/f5/philipos-pizza-pasta.jpg
Piccolo Ristorante,Los Angeles,Italiano,Precio no disponible,No disponible,+1 424-272-9050,"1616 Abbot Kinney Blvd Venice, Los Angeles, CA 90291-3745",4 reviews,4.0,https://www.piccoloristoranti.com/,No disponible,venice@piccoloristoranti.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/df/b3/3e/photo0jpg.jpg
Pie Life Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 626-720-7095,"691 S Raymond Ave, Pasadena, CA 91105-3249",3 reviews,5.0,https://www.facebook.com/PieLifePizza/,No disponible,info@pielifepizza.com,No disponible
Pierre Garden Restaurant,Los Angeles,Francés,Precio no disponible,No disponible,+1 818-551-5455,"145 N Maryland Ave, Glendale, CA 91206-4238",7 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/6e/b5/d3/pierre-garden-restaurant.jpg
Pilot,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 323-405-9993,"1060 S Broadway Hoxton Hotel rooftop, Los Angeles, CA 90015-4005",5 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/0b/8e/84/menu-and-food.jpg
Pirozzi's Italian Deli,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-548-0000,"1453 W 8th St, Los Angeles, CA 90732-3889",1 review,5.0,No disponible,No disponible,No disponible,No disponible
Pita Cafe Mediterranean Grill,Los Angeles,Griego,Precio no disponible,No disponible,+1 310-444-0088,"11033 Santa Monica Blvd, Los Angeles, CA 90025-3523",9 reviews,4.0,No disponible,No disponible,info@mypitacafe.com,No disponible
Pizza Sociale,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-634-5444,"448 W Olympic Blvd, Los Angeles, CA 90015-1608",2 reviews,2.5,https://www.facebook.com/pizzasocialela,No disponible,info@pizzasociale.com,https://media-cdn.tripadvisor.com/media/photo-p/26/be/75/ee/chicken-bbq.jpg
Pizzana,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-698-1009,"13826 Ventura Blvd, Los Angeles, CA 91423-3629",1 review,2.0,http://www.pizzana.com/,No disponible,eat@pizzana.com,No disponible
Pizzeria Bianco,Los Angeles,Mercado de alimentos especializado,Precio no disponible,No disponible,+1 213-372-5155,"1320 E 7th St #100, Los Angeles, CA 90021-1132",2 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/b0/3f/e4/caption.jpg
Pollos El Brasero,Los Angeles,Español,Precio no disponible,No disponible,+1 323-936-4444,"5163 Venice Blvd, Los Angeles, CA 90019-5201",0 reviews,No disponible,No disponible,No disponible,No disponible,No disponible
Pollos El Brasero,Los Angeles,Español,Precio no disponible,No disponible,+1 213-381-6060,"2281 W Pico Blvd, Los Angeles, CA 90006-4842",0 reviews,No disponible,No disponible,No disponible,No disponible,No disponible
Poquito Mas,Los Angeles,Español,Precio no disponible,No disponible,+1 818-775-1555,"9229 Winnetka Ave, Los Angeles, CA 91311-8122",9 reviews,4.5,No disponible,No disponible,No disponible,No disponible
Porta Via Italian Foods,Los Angeles,Italiano,Precio no disponible,No disponible,+1 626-441-7600,"2507 Mission St, San Marino, CA 91108-1637",7 reviews,4.5,http://www.portaviafoods.com/,No disponible,info@portaviafoods.com,No disponible
Prince Of Venice,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-614-5443,"1091 Broxton Ave, Los Angeles, CA 90024-2803",3 reviews,4.5,http://princeofvenice.us/,No disponible,povfoodtruck@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/a4/ea/f2/20210213-180225-largejpg.jpg
Prufrock Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-284-5661,"446 S Main St, Los Angeles, CA 90013-1320",2 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/a8/50/c6/pizza-yum.jpg
Purgatory Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-262-5310,"1326 E 1st St, Los Angeles, CA 90033-3218",7 reviews,5.0,http://www.eatpurgatorypizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/f1/0e/93/detroit-style.jpg
"Qargo Coffee, Proudly Serving Lavazza.",Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-341-9416,"8601 Lincoln Blvd Suite 140, Los Angeles, CA 90045-3554",0 reviews,No disponible,http://www.qargocoffee.com/,No disponible,qargo8601@qargocoffee.com,No disponible
Rajas con Crema,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-342-5132,"3630 Slauson Ave, Maywood, CA 90270",2 reviews,5.0,No disponible,No disponible,jsolorzano@rajasconcrema.com,https://media-cdn.tripadvisor.com/media/photo-s/18/4d/6b/ca/interior-very-cozy-and.jpg
Rasputin International Food Co,Los Angeles,Belga,Precio no disponible,No disponible,+1 818-905-7557,"17159 Ventura Blvd, Encino, Los Angeles, CA",0 reviews,No disponible,No disponible,No disponible,No disponible,No disponible
Raz's Little Italy,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-348-6822,"23233 Saticoy St Ste 104, Los Angeles, CA 91304-5363",2 reviews,4.0,No disponible,No disponible,No disponible,No disponible
Reunion,Los Angeles,Italiano,Precio no disponible,No disponible,No disponible,"73 Market St Neuehouse Venice Beach, Los Angeles, CA 90291-3603",0 reviews,No disponible,http://www.neuehouse.com/venice-beach/#restaurant,No disponible,No disponible,No disponible
Rocco’S,Los Angeles,Gastropub,Precio no disponible,No disponible,+1 424-343-0123,"8900 Santa Monica Blvd, West Hollywood, CA 90069-4902",10 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/37/ff/5d/burges-here-are-amazing.jpg
Roman's Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-386-9099,"240 N Virgil Ave, Los Angeles, CA 90004-5399",6 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/cc/8c/fa/beef-steak-ranchero-dinner.jpg
Rosemary Grill,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 855-745-2262,"12231 Santa Monica Blvd, Los Angeles, CA 90025-2517",2 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d4557063-Reviews-Rosemary_Grill-Los_Angeles_California.html#,rosemary.grill@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-s/0f/b9/d9/59/mix-kebab.jpg
Rosso Oro's Pizzeria,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-743-2077,"3500 S Figueroa St, Los Angeles, CA 90089-0117",12 reviews,3.5,http://rossoorospizzeria.usc.edu/,http://rossoorospizzeria.usc.edu/Menu.aspx,information@rossoorospizzeria.usc.edu,https://media-cdn.tripadvisor.com/media/photo-s/0e/49/15/ff/20170129-061931-largejpg.jpg
Royal Macaron,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-423-2525,"5217 Laurel Canyon Blvd, Los Angeles, CA 91607-2709",2 reviews,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/d3/1b/18/royal-macaron.jpg
Sal's Italian Restaurant,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-651-3822,"7356 Melrose Ave, West Hollywood, CA 90046-7527",10 reviews,4.5,http://salslosangeles.com/,http://salslosangeles.com/los-angeles-melrose-salvatores-on-melrose-food-menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/5e/a0/76/bacon-cheese-burger.jpg
Salateam,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 818-629-1777,"6027 Reseda Blvd, Tarzana, Los Angeles, CA 91356-1506",0 reviews,No disponible,No disponible,No disponible,salateam.office@gmail.com,No disponible
Sam's 5th Avenue Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 619-236-9006,"954 5th Ave, La Jolla, San Diego, CA 92101-6102",6 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/ec/a3/94/pizza.jpg
Sammy's Pizza & Grill,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-235-0251,"400 World Way Terminal 4, Los Angeles International Airport, Los Angeles, CA 90045-5888",4 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/51/4e/f3/dinner.jpg
Santino's NY Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-784-3226,"4319 Woodman Ave, Los Angeles, CA 91423-3030",7 reviews,4.0,No disponible,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 562-861-9071,"131 Stonewood Street, Downey, CA 90241",3 reviews,3.5,https://sbarro.com/,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-391-6400,"6000 Sepulveda Blvd. Ste 3230, Culver City, CA 90230",7 reviews,4.0,https://sbarro.com/,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-613-1250,"254 S Broadway, Los Angeles, CA 90012-3605",2 reviews,3.0,No disponible,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-437-0707,"201 N Los Angeles St Suite 22A, Los Angeles, CA 90012",2 reviews,3.5,No disponible,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-225-1464,"5151 State University Drive, Los Angeles, CA 90032",1 review,4.0,No disponible,No disponible,No disponible,No disponible
Sbarro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 323-293-7101,"3650 W Martin Luther King Jr Blvd, Los Angeles, CA 90008",3 reviews,4.5,No disponible,No disponible,No disponible,No disponible
Seaside Bistro,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-548-4797,"1420 W 25th St Unit A, Los Angeles, CA 90732-4464",4 reviews,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/d0/08/fb/great-breakfasts.jpg
Sestina,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-815-8100,"9725 Culver Blvd, Culver City, CA 90232-2739",4 reviews,3.5,http://www.matthewkenneycuisine.com/sestina-la,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/22/30/79/ad/caprese-salad.jpg
Shalom Pizza,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-271-2255,"8715 W Pico Blvd, Los Angeles, CA 90035-2205",8 reviews,4.0,http://shalompizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/15/64/bf/77/delicious-pizza.jpg
Social Pies,Los Angeles,Vinoteca,Precio no disponible,No disponible,+1 747-444-2765,"19527 Ventura Blvd Tarzana, Los Angeles, CA 91356-7120",0 reviews,No disponible,No disponible,No disponible,ceo@socialpies.com,No disponible
Sonny's Amazing Italian Ices & Cremes,Los Angeles,Italiano,Precio no disponible,No disponible,+1 818-855-1587,"15030 Ventura Blvd, Los Angeles, CA 91403",2 reviews,4.5,No disponible,No disponible,sonnysamazingices@gmail.com,No disponible
Sparrow,Los Angeles,Italiano,Precio no disponible,No disponible,+1 213-660-3032,"939 S Figueroa St Located inside Hotel Figueroa, Los Angeles, CA 90015-1302",15 reviews,4.0,http://www.sevenrooms.com/reservations/sparrowathotelfigueroa/ti,https://www.sparrowitalia.com/los-angeles,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/21/0e/ae/3a/sparrow-patio.jpg
Spin the Bottle Wine Studio,Los Angeles,Vinoteca,Precio no disponible,No disponible,+1 818-509-7908,"10139 1/2 Riverside Dr, Los Angeles, CA 91602-2533",7 reviews,5.0,No disponible,No disponible,info@spinthebottlewines.com,https://media-cdn.tripadvisor.com/media/photo-s/18/6a/26/08/photo1jpg.jpg
Spireworks,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 323-895-7888,"4945B Eagle Rock Blvd, Los Angeles, CA 90041-1906",3 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/84/d3/1c/photo0jpg.jpg
Stefano's,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-216-7716,"6081 Center Dr Ste 215, Los Angeles, CA 90045-8833",3 reviews,5.0,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d508345-Reviews-Stefano_s-Los_Angeles_California.html#,No disponible,No disponible
Stella's Pizza Pie,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-975-4903,"8326 Blackburn Ave, Los Angeles, CA 90048-4218",1 review,5.0,http://www.stellaspizzapie.com/,No disponible,No disponible,No disponible
Sumac,Los Angeles,Mediterráneo,Precio no disponible,No disponible,+1 323-450-9277,"1156 N Highland Ave, Los Angeles, CA 90038-1205",2 reviews,5.0,No disponible,No disponible,No disponible,No disponible
Tacos Tu Madre,Los Angeles,Europeo,Precio no disponible,No disponible,+1 323-499-1143,"203 N Larchmont Blvd, Los Angeles, CA 90004-3706",2 reviews,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/77/22/2a/photo0jpg.jpg
Tapas & Wine Bar C,Los Angeles,Vinoteca,Precio no disponible,No disponible,+1 213-628-8877,"428 E 2nd St, Los Angeles, CA 90012-4209",0 reviews,No disponible,No disponible,No disponible,No disponible,No disponible
Tara's Market & Deli,Los Angeles,Italiano,Precio no disponible,No disponible,+1 310-439-2507,"12131 Washington Pl E, Los Angeles, CA 90066-5272",1 review,5.0,No disponible,No disponible,+1%20310-439-2507,https://media-cdn.tripadvisor.com/media/photo-s/21/56/27/20/one-of-our-delicious.jpg
Tardino Brothers,Los Angeles,Italiano,Precio no disponible,No disponible,No disponible,"40 N Mentor Ave, Pasadena, CA 91106-1745",1 review,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/b6/2f/59/tardino-brothers.jpg
